"TXNAME","GENEIND"
"AT1G08930_P1","AT1G08930"
"AT1G08930.2","AT1G08930"
"AT1G08940_c1","AT1G08940"
"AT1G08940_P1","AT1G08940"
"AT1G08940_ID2","AT1G08940"
"AT1G08950.1","AT1G08950"
"AT1G08960_P1","AT1G08960"
"AT1G08960_c1","AT1G08960"
"AT1G08970_P2","AT1G08970"
"AT1G08970.3","AT1G08970"
"AT1G08970_ID2","AT1G08970"
"AT1G08970.4","AT1G08970"
"AT1G08980_P1","AT1G08980"
"AT1G08980_ID13","AT1G08980"
"AT1G08980_ID6","AT1G08980"
"AT1G08980_ID7","AT1G08980"
"AT1G08985_P1","AT1G08985"
"AT1G08990_P1","AT1G08990"
"AT1G09000_P2","AT1G09000"
"AT1G09000_P1","AT1G09000"
"AT1G09010_ID3","AT1G09010"
"AT1G09010_ID4","AT1G09010"
"AT1G09010_P1","AT1G09010"
"AT1G09020_P1","AT1G09020"
"AT1G09020_c2","AT1G09020"
"AT1G09020_s2","AT1G09020"
"AT1G09026.1","AT1G09026"
"AT1G09030_P1","AT1G09030"
"AT1G09040_JS1","AT1G09040"
"AT1G09040_P1","AT1G09040"
"AT1G09050_JC4","AT1G09050"
"AT1G09050_P2","AT1G09050"
"AT1G09060_P3","AT1G09060"
"AT1G09060.3","AT1G09060"
"AT1G09060_P2","AT1G09060"
"AT1G09060_P1","AT1G09060"
"AT1G09070_P1","AT1G09070"
"AT1G09070_c1","AT1G09070"
"AT1G09070_s1","AT1G09070"
"AT1G09070_ID3","AT1G09070"
"AT1G09080.1","AT1G09080"
"AT1G09080_P2","AT1G09080"
"AT1G09090.1","AT1G09090"
"AT1G09090.2","AT1G09090"
"AT1G09100_P1","AT1G09100"
"AT1G09100_c1","AT1G09100"
"AT1G09110.1","AT1G09110"
"AT1G09130_P1","AT1G09130"
"AT1G09130_JC5","AT1G09130"
"AT1G09130_c1","AT1G09130"
"AT1G09130.3","AT1G09130"
"AT1G09130_P2","AT1G09130"
"AT1G09140_P1","AT1G09140"
"AT1G09140_P2","AT1G09140"
"AT1G09140_P3","AT1G09140"
"AT1G09140_ID154","AT1G09140"
"AT1G09140_ID155","AT1G09140"
"AT1G09140_ID157","AT1G09140"
"AT1G09140_ID82","AT1G09140"
"AT1G09140_ID83","AT1G09140"
"AT1G09140_ID85","AT1G09140"
"AT1G09140_ID89","AT1G09140"
"AT1G09140_CR3","AT1G09140"
"AT1G09140_CR4","AT1G09140"
"AT1G09140_CR6","AT1G09140"
"AT1G09140_s1","AT1G09140"
"AT1G09150_P1","AT1G09150"
"AT1G09150_s1","AT1G09150"
"AT1G09150_c1","AT1G09150"
"AT1G09150_ID2","AT1G09150"
"AT1G09155_P1","AT1G09155"
"AT1G09155_ID2","AT1G09155"
"AT1G09157_P1","AT1G09157"
"AT1G09160_P1","AT1G09160"
"AT1G09160_P2","AT1G09160"
"AT1G09160_c2","AT1G09160"
"AT1G09160_ID2","AT1G09160"
"AT1G09170_P2","AT1G09170"
"AT1G09170_P3","AT1G09170"
"AT1G09170_P4","AT1G09170"
"AT1G09170_P5","AT1G09170"
"AT1G09170_P6","AT1G09170"
"AT1G09170_P7","AT1G09170"
"AT1G09170_P1","AT1G09170"
"AT1G09176_P1","AT1G09176"
"AT1G09180.1","AT1G09180"
"AT1G09190_P1","AT1G09190"
"AT1G09195.1","AT1G09195"
"AT1G09195_P15","AT1G09195"
"AT1G09195_JS11","AT1G09195"
"AT1G09195.2","AT1G09195"
"AT1G09195_P11","AT1G09195"
"AT1G09195_P1","AT1G09195"
"AT1G09195_P12","AT1G09195"
"AT1G09195_P13","AT1G09195"
"AT1G09195_P2","AT1G09195"
"AT1G09195_P14","AT1G09195"
"AT1G09195_P6","AT1G09195"
"AT1G09195_P7","AT1G09195"
"AT1G09195_P8","AT1G09195"
"AT1G09195_P9","AT1G09195"
"AT1G09195_P10","AT1G09195"
"AT1G09195_P4","AT1G09195"
"AT1G09195_P5","AT1G09195"
"AT1G09200_P1","AT1G09200"
"AT1G09210_P1","AT1G09210"
"AT1G09210_ID11","AT1G09210"
"AT1G09210_ID16","AT1G09210"
"AT1G09220.1","AT1G09220"
"AT1G09230_P2","AT1G09230"
"AT1G09230_P1","AT1G09230"
"AT1G09230_ID11","AT1G09230"
"AT1G09230_ID12","AT1G09230"
"AT1G09230_ID3","AT1G09230"
"AT1G09230_ID4","AT1G09230"
"AT1G09230_ID8","AT1G09230"
"AT1G09230_P3","AT1G09230"
"AT1G09240_P1","AT1G09240"
"AT1G09245_P1","AT1G09245"
"AT1G09250_P1","AT1G09250"
"AT1G09260_P1","AT1G09260"
"AT1G09270_P1","AT1G09270"
"AT1G09270_P2","AT1G09270"
"AT1G09270_ID10","AT1G09270"
"AT1G09270_ID42","AT1G09270"
"AT1G09270_s1","AT1G09270"
"AT1G09280_ID10","AT1G09280"
"AT1G09280_ID12","AT1G09280"
"AT1G09280_ID13","AT1G09280"
"AT1G09280_s1","AT1G09280"
"AT1G09280_s2","AT1G09280"
"AT1G09280_P1","AT1G09280"
"AT1G09290_P1","AT1G09290"
"AT1G09290_ID3","AT1G09290"
"AT1G09290_ID6","AT1G09290"
"AT1G09300.2","AT1G09300"
"AT1G09300_JS3","AT1G09300"
"AT1G09300_P1","AT1G09300"
"AT1G09310.1","AT1G09310"
"AT1G09320_P1","AT1G09320"
"AT1G09320_c1","AT1G09320"
"AT1G09330_JC1","AT1G09330"
"AT1G09330.1","AT1G09330"
"AT1G09340_P2","AT1G09340"
"AT1G09340_P1","AT1G09340"
"AT1G09340_JS1","AT1G09340"
"AT1G09350_P1","AT1G09350"
"AT1G09350_JC3","AT1G09350"
"AT1G09360.1","AT1G09360"
"AT1G09370_P1","AT1G09370"
"AT1G09380_P1","AT1G09380"
"AT1G09390_P1","AT1G09390"
"AT1G09400.1","AT1G09400"
"AT1G09400_P2","AT1G09400"
"AT1G09410_P1","AT1G09410"
"AT1G09415.1","AT1G09415"
"AT1G09420_ID12","AT1G09420"
"AT1G09420_ID2","AT1G09420"
"AT1G09420_ID20","AT1G09420"
"AT1G09420_ID24","AT1G09420"
"AT1G09420_ID25","AT1G09420"
"AT1G09420_ID3","AT1G09420"
"AT1G09420_ID5","AT1G09420"
"AT1G09420.1","AT1G09420"
"AT1G09420.2","AT1G09420"
"AT1G09421.1","AT1G09421"
"AT1G09430.1","AT1G09430"
"AT1G09440_JS2","AT1G09440"
"AT1G09440_ID2","AT1G09440"
"AT1G09440.1","AT1G09440"
"AT1G09450_P1","AT1G09450"
"AT1G09460_P1","AT1G09460"
"AT1G09470_JS5","AT1G09470"
"AT1G09470_s1","AT1G09470"
"AT1G09470_s2","AT1G09470"
"AT1G09470_P2","AT1G09470"
"AT1G09470_P3","AT1G09470"
"AT1G09480_P1","AT1G09480"
"AT1G09480_P2","AT1G09480"
"AT1G09483_P1","AT1G09483"
"AT1G09486_c1","AT1G09486"
"AT1G09486.1","AT1G09486"
"AT1G09490_P1","AT1G09490"
"AT1G09490_P2","AT1G09490"
"AT1G09490_c1","AT1G09490"
"AT1G09490_c2","AT1G09490"
"AT1G09500_P1","AT1G09500"
"AT1G09500_c1","AT1G09500"
"AT1G09500_P2","AT1G09500"
"AT1G09500_ID3","AT1G09500"
"AT1G09500_P3","AT1G09500"
"AT1G09510_P1","AT1G09510"
"AT1G09520_P1","AT1G09520"
"AT1G09530_P1","AT1G09530"
"AT1G09530_P2","AT1G09530"
"AT1G09530_P3","AT1G09530"
"AT1G09530_P4","AT1G09530"
"AT1G09530_P5","AT1G09530"
"AT1G09530_P6","AT1G09530"
"AT1G09530_JS7","AT1G09530"
"AT1G09540_P1","AT1G09540"
"AT1G09550_P1","AT1G09550"
"AT1G09560_P1","AT1G09560"
"AT1G09570_P1","AT1G09570"
"AT1G09570_c1","AT1G09570"
"AT1G09570_c2","AT1G09570"
"AT1G09570_P3","AT1G09570"
"AT1G09570_P4","AT1G09570"
"AT1G09570_P5","AT1G09570"
"AT1G09570_P6","AT1G09570"
"AT1G09570_JC1","AT1G09570"
"AT1G09570.2","AT1G09570"
"AT1G09575_P1","AT1G09575"
"AT1G09575_P2","AT1G09575"
"AT1G09580_P1","AT1G09580"
"AT1G09590_P1","AT1G09590"
"AT1G09600_P1","AT1G09600"
"AT1G09610.1","AT1G09610"
"AT1G09620.1","AT1G09620"
"AT1G09625.1","AT1G09625"
"AT1G09630.1","AT1G09630"
"AT1G09640_P1","AT1G09640"
"AT1G09640_ID3","AT1G09640"
"AT1G09640.2","AT1G09640"
"AT1G09645_P1","AT1G09645"
"AT1G09650_P1","AT1G09650"
"AT1G09650_ID1","AT1G09650"
"AT1G09660_P1","AT1G09660"
"AT1G09660_P2","AT1G09660"
"AT1G09660_P3","AT1G09660"
"AT1G09665_P1","AT1G09665"
"AT1G09680_P1","AT1G09680"
"AT1G09680_JS1","AT1G09680"
"AT1G09690.1","AT1G09690"
"AT1G09700_P1","AT1G09700"
"AT1G09700_s1","AT1G09700"
"AT1G09700_s2","AT1G09700"
"AT1G09700_P2","AT1G09700"
"AT1G09710_P1","AT1G09710"
"AT1G09710_P3","AT1G09710"
"AT1G09710.2","AT1G09710"
"AT1G09710_JS2","AT1G09710"
"AT1G09720.1","AT1G09720"
"AT1G09730_P2","AT1G09730"
"AT1G09730_s1","AT1G09730"
"AT1G09730.1","AT1G09730"
"AT1G09740.1","AT1G09740"
"AT1G09750.1","AT1G09750"
"AT1G09760.1","AT1G09760"
"AT1G09760_ID2","AT1G09760"
"AT1G09760_ID3","AT1G09760"
"AT1G09770_c1","AT1G09770"
"AT1G09770.1","AT1G09770"
"AT1G09780_P1","AT1G09780"
"AT1G09790_P2","AT1G09790"
"AT1G09790.1","AT1G09790"
"AT1G09794_P1","AT1G09794"
"AT1G09795.1","AT1G09795"
"AT1G09800_ID1","AT1G09800"
"AT1G09800_ID2","AT1G09800"
"AT1G09800_P1","AT1G09800"
"AT1G09800_P2","AT1G09800"
"AT1G09810_P1","AT1G09810"
"AT1G09810_s1","AT1G09810"
"AT1G09810_P3","AT1G09810"
"AT1G09812_P1","AT1G09812"
"AT1G09815_P1","AT1G09815"
"AT1G09820_P1","AT1G09820"
"AT1G09830_P1","AT1G09830"
"AT1G09830_ID1","AT1G09830"
"AT1G09840_P3","AT1G09840"
"AT1G09840_P1","AT1G09840"
"AT1G09840_P4","AT1G09840"
"AT1G09840_P7","AT1G09840"
"AT1G09840_P8","AT1G09840"
"AT1G09840_JS2","AT1G09840"
"AT1G09840_P10","AT1G09840"
"AT1G09840.2","AT1G09840"
"AT1G09840.4","AT1G09840"
"AT1G09840_ID130","AT1G09840"
"AT1G09840_ID139","AT1G09840"
"AT1G09840_ID140","AT1G09840"
"AT1G09840_ID265","AT1G09840"
"AT1G09840_JC19","AT1G09840"
"AT1G09840_P5","AT1G09840"
"AT1G09840_P6","AT1G09840"
"AT1G09850_P1","AT1G09850"
"AT1G09850_s1","AT1G09850"
"AT1G09860_P1","AT1G09860"
"AT1G09870.1","AT1G09870"
"AT1G09870_ID24","AT1G09870"
"AT1G09870_JC9","AT1G09870"
"AT1G09880_P2","AT1G09880"
"AT1G09880_P3","AT1G09880"
"AT1G09890_c2","AT1G09890"
"AT1G09890_JS1","AT1G09890"
"AT1G09890_s1","AT1G09890"
"AT1G09890_P2","AT1G09890"
"AT1G09890_P3","AT1G09890"
"AT1G09890_P4","AT1G09890"
"AT1G09890_ID2","AT1G09890"
"AT1G09910_JC1","AT1G09910"
"AT1G09900.1","AT1G09900"
"AT1G09910_P3","AT1G09910"
"AT1G09910_ID3","AT1G09910"
"AT1G09910_ID4","AT1G09910"
"AT1G09910.1","AT1G09910"
"AT1G09910_P2","AT1G09910"
"AT1G09920_ID2","AT1G09920"
"AT1G09920_ID3","AT1G09920"
"AT1G09920_JC4","AT1G09920"
"AT1G09920_P1","AT1G09920"
"AT1G09930_P1","AT1G09930"
"AT1G09932_s1","AT1G09932"
"AT1G09932.2","AT1G09932"
"AT1G09932_JC6","AT1G09932"
"AT1G09932_c1","AT1G09932"
"AT1G09932_P3","AT1G09932"
"AT1G09932_P4","AT1G09932"
"AT1G09932_P1","AT1G09932"
"AT1G09932_ID2","AT1G09932"
"AT1G09932_ID3","AT1G09932"
"AT1G09935_P1","AT1G09935"
"AT1G09935_P2","AT1G09935"
"AT1G09940_P1","AT1G09940"
"AT1G09950_P1","AT1G09950"
"AT1G09960_P1","AT1G09960"
"AT1G09970_P1","AT1G09970"
"AT1G09970_c1","AT1G09970"
"AT1G09970.2","AT1G09970"
"AT1G09980_P3","AT1G09980"
"AT1G09980_s1","AT1G09980"
"AT1G09980_P1","AT1G09980"
"AT1G09980.2","AT1G09980"
"AT1G09980_c1","AT1G09980"
"AT1G09980_c2","AT1G09980"
"AT1G09995_P2","AT1G09995"
"AT1G09995_P3","AT1G09995"
"AT1G09995_P4","AT1G09995"
"AT1G09995_P1","AT1G09995"
"AT1G09995_JC1","AT1G09995"
"AT1G09995_JC2","AT1G09995"
"AT1G09995_ID1","AT1G09995"
"AT1G10000_P1","AT1G10000"
"AT1G10010_P2","AT1G10010"
"AT1G10020_P1","AT1G10020"
"AT1G10020_c1","AT1G10020"
"AT1G10030_JS1","AT1G10030"
"AT1G10030.1","AT1G10030"
"AT1G10040_ID1","AT1G10040"
"AT1G10040_JC3","AT1G10040"
"AT1G10040_P1","AT1G10040"
"AT1G10040.2","AT1G10040"
"AT1G10050_P2","AT1G10050"
"AT1G10050_c2","AT1G10050"
"AT1G10050_JS6","AT1G10050"
"AT1G10050_JS9","AT1G10050"
"AT1G10050_s1","AT1G10050"
"AT1G10050_JC4","AT1G10050"
"AT1G10050_ID2","AT1G10050"
"AT1G10050_c4","AT1G10050"
"AT1G10060_P4","AT1G10060"
"AT1G10060_P5","AT1G10060"
"AT1G10060_P6","AT1G10060"
"AT1G10060_JC7","AT1G10060"
"AT1G10060.3","AT1G10060"
"AT1G10070.1","AT1G10070"
"AT1G10070.2","AT1G10070"
"AT1G10070.3","AT1G10070"
"AT1G10070_ID6","AT1G10070"
"AT1G10070_ID8","AT1G10070"
"AT1G10070_s2","AT1G10070"
"AT1G10090_c1","AT1G10090"
"AT1G10090_JC3","AT1G10090"
"AT1G10090_ID1","AT1G10090"
"AT1G10090.1","AT1G10090"
"AT1G10090_s1","AT1G10090"
"AT1G10090_s2","AT1G10090"
"AT1G10090_c2","AT1G10090"
"AT1G10095_P2","AT1G10095"
"AT1G10095_P4","AT1G10095"
"AT1G10095_P1","AT1G10095"
"AT1G10095_P3","AT1G10095"
"AT1G10100.1","AT1G10100"
"AT1G10110_P1","AT1G10110"
"AT1G10120_ID1","AT1G10120"
"AT1G10120_ID2","AT1G10120"
"AT1G10120_ID3","AT1G10120"
"AT1G10120_c1","AT1G10120"
"AT1G10120_c2","AT1G10120"
"AT1G10120_P1","AT1G10120"
"AT1G10120_c3","AT1G10120"
"AT1G10120_c4","AT1G10120"
"AT1G10130_c2","AT1G10130"
"AT1G10130_c3","AT1G10130"
"AT1G10130_P1","AT1G10130"
"AT1G10130_JS2","AT1G10130"
"AT1G10130_JS3","AT1G10130"
"AT1G10130_JS4","AT1G10130"
"AT1G10130_JS5","AT1G10130"
"AT1G10130_s1","AT1G10130"
"AT1G10130_s2","AT1G10130"
"AT1G10130_s3","AT1G10130"
"AT1G10130_ID1","AT1G10130"
"AT1G10130_ID3","AT1G10130"
"AT1G10130_ID4","AT1G10130"
"AT1G10130_JC14","AT1G10130"
"AT1G10140_P1","AT1G10140"
"AT1G10150_P1","AT1G10150"
"AT1G10155.1","AT1G10155"
"AT1G10160.1","AT1G10160"
"AT1G10170.1","AT1G10170"
"AT1G10180_P1","AT1G10180"
"AT1G10190.1","AT1G10190"
"AT1G10200_P2","AT1G10200"
"AT1G10200_P1","AT1G10200"
"AT1G10210_P1","AT1G10210"
"AT1G10210_P3","AT1G10210"
"AT1G10210_P2","AT1G10210"
"AT1G10220_P1","AT1G10220"
"AT1G10220_P2","AT1G10220"
"AT1G10225_P1","AT1G10225"
"AT1G10230.1","AT1G10230"
"AT1G10240_P1","AT1G10240"
"AT1G10240_P2","AT1G10240"
"AT1G10240_s1","AT1G10240"
"AT1G10240_ID4","AT1G10240"
"AT1G10250.1","AT1G10250"
"AT1G10260.1","AT1G10260"
"AT1G10270.1","AT1G10270"
"AT1G10280_P1","AT1G10280"
"AT1G10290_P1","AT1G10290"
"AT1G10290_c1","AT1G10290"
"AT1G10290_c2","AT1G10290"
"AT1G10290_c3","AT1G10290"
"AT1G10290_JC4","AT1G10290"
"AT1G10290_c4","AT1G10290"
"AT1G10300_s1","AT1G10300"
"AT1G10300_P2","AT1G10300"
"AT1G10300_P3","AT1G10300"
"AT1G10310.1","AT1G10310"
"AT1G10320_c1","AT1G10320"
"AT1G10320_c2","AT1G10320"
"AT1G10320_c3","AT1G10320"
"AT1G10320_c4","AT1G10320"
"AT1G10320.1","AT1G10320"
"AT1G10320_ID1","AT1G10320"
"AT1G10330_P1","AT1G10330"
"AT1G10330_ID2","AT1G10330"
"AT1G10340.2","AT1G10340"
"AT1G10340_P1","AT1G10340"
"AT1G10350_P1","AT1G10350"
"AT1G10350_c1","AT1G10350"
"AT1G10360_P1","AT1G10360"
"AT1G10360_ID1","AT1G10360"
"AT1G10360_JS3","AT1G10360"
"AT1G10370.1","AT1G10370"
"AT1G10380_P2","AT1G10380"
"AT1G10380_P1","AT1G10380"
"AT1G10385_P1","AT1G10385"
"AT1G10390_JS1","AT1G10390"
"AT1G10390_JS2","AT1G10390"
"AT1G10390_JS4","AT1G10390"
"AT1G10390_JS6","AT1G10390"
"AT1G10390_s1","AT1G10390"
"AT1G10390_s3","AT1G10390"
"AT1G10390_P1","AT1G10390"
"AT1G10390_P2","AT1G10390"
"AT1G10390_JC3","AT1G10390"
"AT1G10390_c1","AT1G10390"
"AT1G10390_c3","AT1G10390"
"AT1G10390_c4","AT1G10390"
"AT1G10395_P1","AT1G10395"
"AT1G10400.1","AT1G10400"
"AT1G10410_P1","AT1G10410"
"AT1G10410_c1","AT1G10410"
"AT1G10410_ID11","AT1G10410"
"AT1G10410_ID9","AT1G10410"
"AT1G10417_JS3","AT1G10417"
"AT1G10417_JS5","AT1G10417"
"AT1G10417_JS6","AT1G10417"
"AT1G10417_P3","AT1G10417"
"AT1G10417_P4","AT1G10417"
"AT1G10417_P1","AT1G10417"
"AT1G10417_JC11","AT1G10417"
"AT1G10417_P2","AT1G10417"
"AT1G10419.1","AT1G10419"
"AT1G10430_ID3","AT1G10430"
"AT1G10430_P1","AT1G10430"
"AT1G10430_P2","AT1G10430"
"AT1G10440.1","AT1G10440"
"AT1G10450_P1","AT1G10450"
"AT1G10450_P2","AT1G10450"
"AT1G10450_P3","AT1G10450"
"AT1G10455.1","AT1G10455"
"AT1G10460_P1","AT1G10460"
"AT1G10470_s1","AT1G10470"
"AT1G10470_c1","AT1G10470"
"AT1G10480_P1","AT1G10480"
"AT1G10490_P1","AT1G10490"
"AT1G10490.1","AT1G10490"
"AT1G10490_JS3","AT1G10490"
"AT1G10490_JS4","AT1G10490"
"AT1G10490_s1","AT1G10490"
"AT1G10500.1","AT1G10500"
"AT1G10500_ID1","AT1G10500"
"AT1G10500_ID2","AT1G10500"
"AT1G10510_JS1","AT1G10510"
"AT1G10510_JS2","AT1G10510"
"AT1G10510_ID1","AT1G10510"
"AT1G10510_ID2","AT1G10510"
"AT1G10510_ID3","AT1G10510"
"AT1G10510_ID4","AT1G10510"
"AT1G10510.1","AT1G10510"
"AT1G10520_s1","AT1G10520"
"AT1G10520_c2","AT1G10520"
"AT1G10520_P1","AT1G10520"
"AT1G10520_P2","AT1G10520"
"AT1G10520_ID3","AT1G10520"
"AT1G10520_ID4","AT1G10520"
"AT1G10522_P1","AT1G10522"
"AT1G10522.2","AT1G10522"
"AT1G10530_P1","AT1G10530"
"AT1G10538.1","AT1G10538"
"AT1G10540_P2","AT1G10540"
"AT1G10540_P1","AT1G10540"
"AT1G10540_ID13","AT1G10540"
"AT1G10540_ID14","AT1G10540"
"AT1G10540_ID16","AT1G10540"
"AT1G10540_ID5","AT1G10540"
"AT1G10540_ID7","AT1G10540"
"AT1G10550_P1","AT1G10550"
"AT1G10550_s1","AT1G10550"
"AT1G10550_ID1","AT1G10550"
"AT1G10560_P1","AT1G10560"
"AT1G10570_P2","AT1G10570"
"AT1G10570_c1","AT1G10570"
"AT1G10570_P3","AT1G10570"
"AT1G10570_c3","AT1G10570"
"AT1G10570_c5","AT1G10570"
"AT1G10570_JC1","AT1G10570"
"AT1G10570_c6","AT1G10570"
"AT1G10570_P1","AT1G10570"
"AT1G10570_ID17","AT1G10570"
"AT1G10570_ID53","AT1G10570"
"AT1G10570_ID54","AT1G10570"
"AT1G10570_ID7","AT1G10570"
"AT1G10570_ID9","AT1G10570"
"AT1G10570_JC12","AT1G10570"
"AT1G10570_c8","AT1G10570"
"AT1G10580.1","AT1G10580"
"AT1G10585_P1","AT1G10585"
"AT1G10585_ID2","AT1G10585"
"AT1G10586.2","AT1G10586"
"AT1G10586.1","AT1G10586"
"AT1G10588.2","AT1G10588"
"AT1G10588.1","AT1G10588"
"AT1G10590_P1","AT1G10590"
"AT1G10590_JC1","AT1G10590"
"AT1G10590_ID2","AT1G10590"
"AT1G10590.3","AT1G10590"
"AT1G10600.2","AT1G10600"
"AT1G10600.3","AT1G10600"
"AT1G10600_ID2","AT1G10600"
"AT1G10600_ID3","AT1G10600"
"AT1G10600_ID7","AT1G10600"
"AT1G10610_c1","AT1G10610"
"AT1G10610.1","AT1G10610"
"AT1G10620_P1","AT1G10620"
"AT1G10630_P1","AT1G10630"
"AT1G10630_P2","AT1G10630"
"AT1G10630_JC3","AT1G10630"
"AT1G10630_c1","AT1G10630"
"AT1G10640_P1","AT1G10640"
"AT1G10650_JS1","AT1G10650"
"AT1G10650_P1","AT1G10650"
"AT1G10650.2","AT1G10650"
"AT1G10650_JC4","AT1G10650"
"AT1G10652.1","AT1G10652"
"AT1G10657_P2","AT1G10657"
"AT1G10657_P3","AT1G10657"
"AT1G10657_P4","AT1G10657"
"AT1G10657_JS1","AT1G10657"
"AT1G10657_c2","AT1G10657"
"AT1G10657_P1","AT1G10657"
"AT1G10657.4","AT1G10657"
"AT1G10657_ID2","AT1G10657"
"AT1G10657_ID4","AT1G10657"
"AT1G10660_P1","AT1G10660"
"AT1G10660_P2","AT1G10660"
"AT1G10660_ID2","AT1G10660"
"AT1G10660_P4","AT1G10660"
"AT1G10670_c1","AT1G10670"
"AT1G10670.3","AT1G10670"
"AT1G10670.4","AT1G10670"
"AT1G10670_JS5","AT1G10670"
"AT1G10670_ID3","AT1G10670"
"AT1G10670_P2","AT1G10670"
"AT1G10680.1","AT1G10680"
"AT1G10682.1","AT1G10682"
"AT1G10690_c1","AT1G10690"
"AT1G10700_c1","AT1G10700"
"AT1G10700_P2","AT1G10700"
"AT1G10700_P1","AT1G10700"
"AT1G10700_s1","AT1G10700"
"AT1G10705.1","AT1G10705"
"AT1G10710.2","AT1G10710"
"AT1G10710.1","AT1G10710"
"AT1G10715_P1","AT1G10715"
"AT1G10717.1","AT1G10717"
"AT1G10720_P1","AT1G10720"
"AT1G10720_JS1","AT1G10720"
"AT1G10720_ID2","AT1G10720"
"AT1G10730.1","AT1G10730"
"AT1G10730_ID2","AT1G10730"
"AT1G10740.3","AT1G10740"
"AT1G10740.4","AT1G10740"
"AT1G10740_P1","AT1G10740"
"AT1G10740_ID1","AT1G10740"
"AT1G10740_P2","AT1G10740"
"AT1G10745_P1","AT1G10745"
"AT1G10747.1","AT1G10747"
"AT1G10750_ID2","AT1G10750"
"AT1G10750_c1","AT1G10750"
"AT1G10750_JC8","AT1G10750"
"AT1G10750_P1","AT1G10750"
"AT1G10760_P1","AT1G10760"
"AT1G10760_JC4","AT1G10760"
"AT1G10760.1","AT1G10760"
"AT1G10770_P1","AT1G10770"
"AT1G10780_JS1","AT1G10780"
"AT1G10780_P1","AT1G10780"
"AT1G10780_JC7","AT1G10780"
"AT1G10790_P1","AT1G10790"
"AT1G10800_P2","AT1G10800"
"AT1G10810_P1","AT1G10810"
"AT1G10810_P2","AT1G10810"
"AT1G10810_P3","AT1G10810"
"AT1G10810_ID1","AT1G10810"
"AT1G10810_ID2","AT1G10810"
"AT1G10820_s1","AT1G10820"
"AT1G10820_s2","AT1G10820"
"AT1G10820_ID10","AT1G10820"
"AT1G10820_ID13","AT1G10820"
"AT1G10820_ID14","AT1G10820"
"AT1G10820_ID16","AT1G10820"
"AT1G10820_ID6","AT1G10820"
"AT1G10820_ID7","AT1G10820"
"AT1G10820_P2","AT1G10820"
"AT1G10820.1","AT1G10820"
"AT1G10830_P1","AT1G10830"
"AT1G10830.2","AT1G10830"
"AT1G10830_P3","AT1G10830"
"AT1G10840.2","AT1G10840"
"AT1G10840_P1","AT1G10840"
"AT1G10840_ID2","AT1G10840"
"AT1G10840_ID6","AT1G10840"
"AT1G10840_ID9","AT1G10840"
"AT1G10850_P1","AT1G10850"
"AT1G10865.2","AT1G10865"
"AT1G10865_ID4","AT1G10865"
"AT1G10865_JC4","AT1G10865"
"AT1G10865_P1","AT1G10865"
"AT1G10870_s2","AT1G10870"
"AT1G10870_s3","AT1G10870"
"AT1G10870_c1","AT1G10870"
"AT1G10870_c2","AT1G10870"
"AT1G10870_c3","AT1G10870"
"AT1G10870_c4","AT1G10870"
"AT1G10870_JC8","AT1G10870"
"AT1G10870_ID10","AT1G10870"
"AT1G10870_ID3","AT1G10870"
"AT1G10870_ID5","AT1G10870"
"AT1G10870_ID6","AT1G10870"
"AT1G10870_ID7","AT1G10870"
"AT1G10870_ID8","AT1G10870"
"AT1G10870_ID9","AT1G10870"
"AT1G10870_P1","AT1G10870"
"AT1G10870_P2","AT1G10870"
"AT1G10875_P1","AT1G10875"
"AT1G10880.1","AT1G10880"
"AT1G10890_JS1","AT1G10890"
"AT1G10890_P1","AT1G10890"
"AT1G10890_P2","AT1G10890"
"AT1G10890_c1","AT1G10890"
"AT1G10890_c3","AT1G10890"
"AT1G10890_JS2","AT1G10890"
"AT1G10890_P3","AT1G10890"
"AT1G10890_c4","AT1G10890"
"AT1G10890_JS3","AT1G10890"
"AT1G10890_c5","AT1G10890"
"AT1G10890_c6","AT1G10890"
"AT1G10890_ID12","AT1G10890"
"AT1G10890_ID14","AT1G10890"
"AT1G10890_ID6","AT1G10890"
"AT1G10890_JC14","AT1G10890"
"AT1G10900_P1","AT1G10900"
"AT1G10900_P2","AT1G10900"
"AT1G10900_P3","AT1G10900"
"AT1G10900_JS1","AT1G10900"
"AT1G10900_JS3","AT1G10900"
"AT1G10900_c2","AT1G10900"
"AT1G10900_c3","AT1G10900"
"AT1G10900_c4","AT1G10900"
"AT1G10900_c5","AT1G10900"
"AT1G10900_JC2","AT1G10900"
"AT1G10900_JC6","AT1G10900"
"AT1G10910_P1","AT1G10910"
"AT1G10910_P2","AT1G10910"
"AT1G10910_JS2","AT1G10910"
"AT1G10910_s1","AT1G10910"
"AT1G10910_ID1","AT1G10910"
"AT1G10910_ID5","AT1G10910"
"AT1G10910_ID6","AT1G10910"
"AT1G10910_s2","AT1G10910"
"AT1G10920_c1","AT1G10920"
"AT1G10920_P1","AT1G10920"
"AT1G10920_JC13","AT1G10920"
"AT1G10920.2","AT1G10920"
"AT1G10930_s1","AT1G10930"
"AT1G10930.1","AT1G10930"
"AT1G10940_P1","AT1G10940"
"AT1G10940.2","AT1G10940"
"AT1G10950_c1","AT1G10950"
"AT1G10950.1","AT1G10950"
"AT1G10950_JC5","AT1G10950"
"AT1G10950_c2","AT1G10950"
"AT1G10960_P1","AT1G10960"
"AT1G10970.1","AT1G10970"
"AT1G10970_P2","AT1G10970"
